chainage;advance;ring;Color; S; U;NP:AP;Fe:S;Ca;Fe;Al;K;Si;Ti;Mg
175.01;0;13;;;;;;;;;;;;
176.81;1;14;;;;;;;;;;;;
178.61;2;15;;;;;;;;;;;;
180.41;3;16;;;;;;;;;;;;
182.21;4;17;;;;;;;;;;;;
184.01;5;18;;;;;;;;;;;;
185.81;6;19;;;;;;;;;;;;
187.61;7;20;;;;;;;;;;;;
189.41;8;21;;;;;;;;;;;;
191.21;9;22;;;;;;;;;;;;
193.01;10;23;;;;;;;;;;;;
194.81;11;24;;;;;;;;;;;;
196.61;12;25;;;;;;;;;;;;
198.41;13;26;;;;;;;;;;;;
200.21;14;27;;;;;;;;;;;;
202.01;15;28;;;;;;;;;;;;
203.81;16;29;;;;;;;;;;;;
205.61;17;30;;;;;;;;;;;;
207.41;18;31;;;;;;;;;;;;
209.21;19;32;;;;;;;;;;;;
211.01;20;33;;;;;;;;;;;;
212.81;21;34;;;;;;;;;;;;
214.61;22;35;;;;;;;;;;;;
216.41;23;36;;;;;;;;;;;;
218.21;24;37;;;;;;;;;;;;
220.01;25;38;;;;;;;;;;;;
221.81;26;39;;;;;;;;;;;;
223.61;27;40;;;;;;;;;;;;
225.41;28;41;;;;;;;;;;;;
227.21;29;42;;;;;;;;;;;;
229.01;30;43;;;;;;;;;;;;
230.81;31;44;;;;;;;;;;;;
232.61;32;45;;;;;;;;;;;;
234.41;33;46;;;;;;;;;;;;
236.21;34;47;;;;;;;;;;;;
238.01;35;48;;;;;;;;;;;;
239.81;36;49;;;;;;;;;;;;
241.61;37;50;;;;;;;;;;;;
243.41;38;51;;;;;;;;;;;;
245.21;39;52;;;;;;;;;;;;
247.01;40;53;;;;;;;;;;;;
248.81;41;54;;;;;;;;;;;;
250.61;42;55;;;;;;;;;;;;
252.41;43;56;;;;;;;;;;;;
254.21;44;57;;;;;;;;;;;;
256.01;45;58;;;;;;;;;;;;
257.81;46;59;;;;;;;;;;;;
259.61;47;60;;;;;;;;;;;;
261.41;48;61;;;;;;;;;;;;
263.21;49;62;;;;;;;;;;;;
265.01;50;63;;;;;;;;;;;;
266.81;51;64;;;;;;;;;;;;
268.61;52;65;;;;;;;;;;;;
270.41;53;66;;;;;;;;;;;;
272.21;54;67;;;;;;;;;;;;
274.01;55;68;;;;;;;;;;;;
275.81;56;69;;;;;;;;;;;;
277.61;57;70;;;;;;;;;;;;
279.41;58;71;;;;;;;;;;;;
281.21;59;72;;;;;;;;;;;;
283.01;60;73;;;;;;;;;;;;
284.81;61;74;;;;;;;;;;;;
286.61;62;75;0.000000;0.253000;0.008000;3.370482;6.016392;1.334000;2.651000;4.675000;3.417000;26.457000;0.401000;0.529000
288.41;63;76;0.000000;0.191000;0.011000;3.791868;10.151837;1.133000;3.377000;4.202000;3.208000;22.706000;0.401000;0.675000
290.21;64;77;0.000000;1.118500;0.019500;3.093097;3.429819;1.948000;4.213000;2.611000;2.238500;13.560500;0.359000;0.701500
292.01;65;78;0.000000;1.474000;0.016500;2.438663;2.798590;1.821000;3.664500;2.444500;1.651000;13.740000;0.424500;0.657000
293.81;66;79;0.000000;7.745000;0.009000;0.165647;1.463358;2.007000;19.739000;4.034000;0.945000;12.433000;0.143000;1.166000
295.61;67;80;0.000000;1.943000;0.018000;1.240954;2.578632;3.772000;8.726000;2.561000;0.547000;10.945000;0.087000;0.907000
297.41;68;81;0.000000;1.348000;0.009000;0.613622;1.167951;1.294000;2.742000;1.790000;2.412000;11.486000;0.275000;0.000000
299.21;69;82;0.000000;2.888000;0.012000;0.163791;0.739990;0.740000;3.722000;5.237000;3.476000;21.080000;0.476000;0.000000
301.01;70;83;0.000000;5.154000;0.009000;0.098104;0.586767;0.791000;5.267000;5.856000;3.176000;20.944000;0.423000;0.636000
302.81;71;84;0.000000;0.696000;0.042000;12.957250;6.269766;14.108000;7.600000;2.009000;0.449000;8.329000;0.056000;0.574000
304.61;72;85;0.000000;4.692000;0.016000;0.266754;0.697042;1.958000;5.696000;5.723000;3.049000;21.136000;0.441000;0.268000
306.41;73;86;;;;;;;;;;;;
308.21;74;87;0.000000;4.602000;0.009000;0.253219;0.639307;1.823000;5.124000;5.584000;2.961000;21.314000;0.419000;0.362000
310.01;75;88;0.000000;4.928667;0.023333;0.836157;0.738377;4.206000;5.372667;5.933500;2.459333;19.322500;0.424833;0.872000
311.81;76;89;0.000000;6.497571;0.030571;1.143446;0.679487;5.157143;6.309143;6.777000;2.461143;21.011857;0.394857;1.000571
313.61;77;90;0.000000;5.659000;0.006000;0.141710;0.509470;1.276000;5.008333;6.787333;3.280000;24.530667;0.451333;0.935000
315.41;78;91;0.000000;4.734000;0.007000;0.281880;0.568476;2.065667;4.671667;6.030333;3.056667;22.247333;0.438667;0.714667
317.21;79;92;;;;;;;;;;;;
319.01;80;93;0.000000;6.179333;0.021667;0.535903;0.456540;5.377333;4.892000;7.090333;3.162333;21.771667;0.539000;0.498333
320.81;81;94;0.000000;7.254250;0.008750;0.073112;0.459143;0.753000;5.819500;7.292750;3.278750;23.824500;0.496750;0.752250
322.61;82;95;0.000000;5.102429;0.027571;0.691909;0.482988;4.434857;4.318143;5.857429;2.969286;20.725714;0.450000;0.486429
324.41;83;96;0.000000;5.630000;0.012750;0.330517;0.511103;2.627500;4.925500;5.953500;2.827000;19.923500;0.469250;0.504500
326.21;84;97;0.000000;5.408750;0.042000;0.983598;0.488648;8.187000;4.607250;6.059000;2.863250;19.637000;0.464000;0.874250
328.01;85;98;0.000000;5.485667;0.010833;0.356686;0.506346;2.909833;4.614167;5.687333;2.753667;21.176167;0.434333;0.719333
329.81;86;99;0.000000;6.565556;0.026000;2.703345;0.488870;6.945778;5.308111;5.912111;2.664222;18.711667;0.437111;0.536889
331.61;87;100;0.000000;5.617714;0.026571;1.188321;0.486403;7.305857;4.915571;4.959714;2.468000;17.055000;0.352429;0.307000
333.41;88;101;0.000000;5.826909;0.022273;0.931649;0.505585;6.964545;4.860545;5.467182;2.785182;17.534727;0.419364;0.211818
335.21;89;102;0.000000;4.006000;0.035500;1.256321;0.673495;7.877500;4.695000;3.878500;2.416000;14.667000;0.339500;0.695500
337.01;90;103;0.000000;3.783000;0.051000;2.180687;0.510248;12.977000;3.336500;3.311500;1.990000;12.819500;0.296000;0.452000
338.81;91;104;0.000000;3.673500;0.057000;1.850926;0.525849;10.202000;3.408000;2.242000;1.916500;10.666000;0.276500;0.384000
340.61;92;105;0.000000;2.960000;0.052000;4.678435;0.479721;21.664000;2.473000;2.016500;1.474000;8.544000;0.246000;0.000000
342.41;93;106;0.000000;4.547333;0.014000;0.233017;0.536469;1.657667;4.248667;4.087000;3.280000;15.604000;0.438333;0.278000
344.21;94;107;0.000000;4.102000;0.014000;0.643982;0.587758;4.132500;4.199000;2.456000;2.600000;11.877000;0.344000;0.000000
346.01;95;108;0.000000;1.920500;0.058000;10.793326;0.514219;28.308000;1.755000;2.074500;1.113000;6.943000;0.211500;0.354500
347.81;96;109;0.000000;2.519000;0.086000;8.247660;0.598126;17.652000;2.599000;2.381500;1.564000;9.258500;0.228500;0.000000
349.61;97;110;0.000000;1.794000;0.105500;7.966108;0.381591;22.353500;1.192000;1.712000;1.288000;8.477500;0.235000;0.313500
351.41;98;111;0.000000;3.202500;0.083500;2.785401;0.481043;13.953500;2.683000;2.459000;2.601000;9.358500;0.404500;0.000000
353.21;99;112;0.000000;2.713500;0.029000;1.459513;0.584883;6.195500;2.764000;4.227500;2.912500;16.698000;0.364000;0.502500
355.01;100;113;0.000000;1.733000;0.025500;0.562130;0.870212;1.524000;2.626500;2.947000;2.720500;14.127000;0.352500;0.335000
356.81;101;114;0.000000;0.764500;0.096500;17.406745;1.319225;20.818000;1.756500;1.981500;1.555000;9.889500;0.265000;0.000000
358.61;102;115;;;;;;;;;;;;
360.41;103;116;0.000000;1.050667;0.017000;0.482912;1.463904;0.793000;2.678667;3.477667;3.020000;16.959333;0.411333;0.085667
362.21;104;117;0.000000;1.037333;0.017667;0.441206;1.571053;0.707667;2.930667;4.551667;3.366333;18.855333;0.457333;0.346333
364.01;105;118;0.000000;1.072667;0.014000;0.438332;1.148475;0.727333;2.152667;3.751000;3.175000;18.235667;0.433000;0.164000
365.81;106;119;0.000000;1.222000;0.015000;0.469135;1.237231;0.903000;2.646333;4.485667;3.423333;20.230667;0.465333;0.465000
367.61;107;120;0.000000;1.152667;0.015000;0.558900;1.465095;1.000333;2.915667;3.501667;3.191000;16.372333;0.473333;0.305333
369.41;108;121;0.000000;0.736500;0.031000;1.508963;2.035652;1.738500;2.611000;4.505000;3.665000;20.065000;0.499000;0.428000
371.21;109;122;0.000000;0.718500;0.014000;1.399887;1.577486;1.573500;1.974000;3.173500;2.867500;16.358000;0.393000;0.000000
373.01;110;123;0.000000;0.556000;0.025000;2.580865;2.635745;2.244000;2.551000;3.852500;3.390500;19.071000;0.471000;0.252500
374.81;111;124;0.000000;0.914000;0.068667;4.324416;1.725470;6.694333;2.667667;3.511333;2.741333;17.001667;0.424333;0.157333
376.61;112;125;0.000000;0.740333;0.022000;2.724861;2.130425;3.472000;2.843000;3.669000;2.920000;17.390000;0.383000;0.333333
378.41;113;126;0.000000;0.802667;0.128000;2.800286;4.823126;3.233000;7.685000;5.736667;3.228333;20.984333;0.477333;0.658667
380.21;114;127;0.000000;0.742667;0.022667;1.216601;1.980456;1.418667;2.562333;4.396333;2.985667;18.904667;0.386333;0.081333
382.01;115;128;0.000000;0.643000;0.029333;1.270321;5.299827;1.287667;5.577333;5.051000;2.565333;18.633333;0.334333;0.312000
383.81;116;129;0.000000;0.823333;0.018333;1.051878;1.726288;1.346333;2.461667;5.207667;3.061000;21.262000;0.409000;0.439667
385.61;117;130;0.000000;0.811667;0.020333;1.140886;1.811397;1.313000;2.503667;4.417333;3.417000;19.971333;0.462333;0.293000
387.41;118;131;0.000000;0.770333;0.024000;3.151547;1.904667;4.430000;2.392667;4.619000;3.047000;20.228667;0.428333;0.069667
389.21;119;132;0.000000;0.797000;0.016000;1.038136;1.804387;1.273333;2.418667;5.411000;3.296000;22.704000;0.440667;0.532000
391.01;120;133;0.000000;0.577000;0.017333;1.508191;2.587271;1.351000;2.588333;5.385000;2.895667;20.953667;0.395333;0.504667
392.81;121;134;0.000000;0.653333;0.012000;1.585960;4.560311;1.377667;4.326000;5.317667;3.202667;18.350333;0.497667;0.555333
394.61;122;135;0.000000;0.469667;0.022667;1.624797;3.269950;1.176667;2.663000;4.763000;2.995333;19.795333;0.396333;0.272000
396.41;123;136;0.000000;0.835000;0.010000;0.532778;1.879564;0.687333;2.719000;5.191667;3.369667;21.285000;0.482667;0.608000
398.21;124;137;0.000000;0.715000;0.068000;3.065819;3.058007;3.430000;3.808667;4.380000;1.943333;20.999000;0.462000;0.417000
400.01;125;138;0.000000;0.301000;0.017000;7.786502;5.524477;3.657000;2.890667;4.957000;3.114333;22.781000;0.455333;0.308000
401.81;126;139;0.000000;0.578000;0.015667;2.451292;4.051536;2.224000;4.054333;4.807000;2.471000;18.763333;0.366667;0.422667
403.61;127;140;0.000000;0.586333;0.013000;1.510420;2.542148;1.385000;2.590667;3.322667;2.854667;17.182333;0.454667;0.430667
405.41;128;141;0.000000;0.807000;0.048000;2.988465;2.619968;3.772667;3.686000;2.713333;2.687333;14.311000;0.398667;0.703667
407.21;129;142;0.000000;0.708000;0.022667;4.089599;3.100081;4.293000;3.732667;4.205000;2.763333;18.156667;0.383333;0.245667
409.01;130;143;0.000000;0.689333;0.018000;1.475299;3.116553;1.590000;3.737000;4.182333;2.830333;18.413333;0.370667;0.448000
410.81;131;144;0.000000;0.609000;0.016667;1.461123;3.219762;1.358333;3.381667;4.047667;2.898667;17.675667;0.395333;0.544333
412.61;132;145;0.000000;0.831333;0.013333;1.048462;3.131828;1.396000;4.564333;4.176667;2.952333;17.478333;0.403000;0.664000
414.41;133;146;0.000000;0.670667;0.010333;0.372801;2.774159;0.391667;3.223667;3.362000;2.935000;16.334333;0.418667;0.245667
416.21;134;147;0.000000;0.620333;0.010333;0.524098;3.114222;0.504333;3.349667;3.049000;2.839000;14.989000;0.383000;0.238333
418.01;135;148;0.000000;0.396000;0.010000;0.431682;3.950466;0.265333;2.690000;4.099333;3.384667;19.559000;0.492333;0.436667
419.81;136;149;0.000000;1.655667;0.011667;0.250735;1.810151;0.646333;5.170333;5.395333;3.457000;21.096000;0.467333;0.654667
421.61;137;150;0.000000;0.787000;0.011667;0.489447;2.721958;0.607667;3.731333;4.887667;2.961667;18.971000;0.475667;0.643667
423.41;138;151;0.000000;0.658333;0.017000;4.051121;2.960425;4.176000;3.345000;4.844333;2.941333;19.919000;0.453000;0.523333
425.21;139;152;0.000000;0.433000;0.012300;4.450958;10.984985;1.651500;4.279800;5.536800;3.251800;21.026900;0.458900;0.533000
427.01;140;153;0.000000;0.525500;0.013500;2.978116;8.583178;2.401500;4.291000;4.546250;2.510250;18.118750;0.394500;0.598500
428.81;141;154;0.000000;4.961400;0.040000;55.364490;4.501144;16.067400;6.030000;3.792600;2.009000;13.116600;0.296800;0.736000
430.61;142;155;0.000000;0.314200;0.038200;29.216342;5.098470;14.293800;2.768400;4.233200;2.232400;16.809400;0.368600;0.451400
432.41;143;156;0.000000;0.520600;0.039200;20.106328;3.667968;14.991200;2.500200;4.542400;2.323600;17.268200;0.384400;0.697200
434.21;144;157;0.000000;0.428000;0.055000;34.287811;3.337631;19.195000;1.694800;3.172800;1.685600;12.969600;0.292200;0.507800
436.01;145;158;0.000000;1.489750;0.045000;20.866943;2.959664;15.522000;3.422250;3.192250;1.890000;13.078750;0.277500;0.730500
437.81;146;159;0.000000;0.254500;0.041500;59.076174;4.462237;18.394500;1.906250;3.723750;1.849750;13.957250;0.249000;0.757500
439.61;147;160;0.000000;0.124750;0.043250;87.092693;12.586799;17.381000;1.958250;3.461000;1.843250;13.676750;0.264750;0.344000
441.41;148;161;0.000000;0.141000;0.051750;166.595506;13.835630;22.810500;2.132000;3.455500;1.581000;11.960750;0.238500;0.902750
443.21;149;162;7.000000;0.471418;0.024576;14.106401;4.450333;10.403760;3.652298;5.701714;2.023740;4.723372;0.326823;1.300875
445.01;150;163;7.000000;0.336985;0.039046;30.096808;4.748175;16.223152;2.759730;4.296964;1.255605;2.936952;0.245131;1.161967
446.81;151;164;5.250000;0.731593;0.025071;10.169381;3.369032;7.248854;3.899393;8.776514;2.813423;5.436033;0.391330;1.992334
448.61;152;165;6.000000;1.137733;0.011996;0.741484;2.752667;1.066770;4.879114;11.189330;3.796844;8.300037;0.482106;2.061715
450.41;153;166;3.000000;1.186352;0.009944;0.526289;2.598343;1.042441;5.266224;10.455569;3.414874;6.435789;0.435674;2.107921
452.21;154;167;3.000000;3.580054;0.008861;0.208828;2.244087;0.512426;8.420039;11.940839;3.249332;4.831391;0.418384;3.423478
454.01;155;168;3.000000;0.917339;0.055546;10.189585;2.534440;8.331637;3.523858;7.128749;2.449747;1.182051;0.383672;1.458861
455.81;156;169;5.000000;0.489361;0.068249;28.489617;2.784724;20.827870;2.393907;4.730570;1.196786;3.807405;0.220372;1.688743
457.61;157;170;4.000000;0.570819;0.085533;9.922548;4.917300;8.963813;4.425611;7.573592;2.266869;3.005735;0.393761;1.909788
459.41;158;171;3.000000;0.737175;0.032721;2.053538;4.848534;2.600023;4.663637;9.006105;3.250165;3.885125;0.420977;1.284785
461.21;159;172;3.000000;0.564837;0.035078;13.743732;3.124757;10.237895;3.084134;7.520182;2.352999;3.532294;0.353163;1.354143
463.01;160;173;3.000000;0.464003;0.072780;30.433371;2.294108;21.175753;1.859616;3.203821;0.461118;3.832227;0.140791;1.306673
464.81;161;174;4.000000;0.519069;0.018133;6.068278;5.487899;3.947726;4.497249;7.701312;3.043846;2.253519;0.453557;1.377639
466.61;162;175;4.000000;0.618398;0.011745;1.592084;4.670529;1.513337;4.653733;8.735405;3.587675;3.170908;0.464381;1.716104
468.41;163;176;4.000000;1.048438;0.021133;2.227587;3.293842;2.506195;5.164216;9.714440;3.583474;5.566028;0.488161;2.076469
470.21;164;177;4.000000;0.927441;0.019605;3.978611;3.063166;5.683741;4.846562;8.595825;2.829901;2.777120;0.412111;1.541536
472.01;165;178;4.000000;0.909975;0.010978;0.770220;3.385811;1.087297;5.204865;9.590065;3.523986;4.294160;0.462453;1.963378
473.81;166;179;4.000000;1.178338;0.073255;3.045191;5.046866;4.073685;6.138716;7.012518;1.181076;9.098237;0.275174;2.775618
475.61;167;180;4.000000;0.880576;0.017266;0.905290;4.278193;1.173392;6.395474;8.462920;2.798806;1.032397;0.406861;1.717636
477.41;168;181;4.000000;1.160867;0.010496;0.384418;4.031809;0.634198;6.826110;8.746901;2.352966;4.088067;0.342865;2.398352
479.21;169;182;4.000000;1.150369;0.017564;0.675401;3.246181;1.215503;6.503766;8.177640;3.332395;0.000100;0.466450;1.730461
481.01;170;183;4.000000;1.125944;0.016889;1.388020;3.132867;2.445021;6.143514;7.621792;3.108330;0.000100;0.444368;2.078965
482.81;171;184;5.000000;0.775217;0.014165;1.102779;6.770682;1.035195;7.198081;8.734467;2.626258;0.278750;0.385311;2.858654
484.61;172;185;6.000000;0.837979;0.064547;2.108446;5.159279;2.480906;7.070450;8.704283;2.843125;0.000100;0.420981;2.233902
486.41;173;186;4.000000;0.882378;0.022896;1.434749;4.158082;1.981455;6.389424;7.759522;3.278563;0.000100;0.435738;1.201273
488.21;174;187;4.500000;0.729537;0.023083;1.714739;5.675233;2.142795;6.613916;8.088276;2.271207;0.445302;0.366750;2.841665
490.01;175;188;5.000000;0.854623;0.071832;11.740261;3.836326;8.850593;5.156563;7.119113;2.341211;1.406954;0.337659;1.786241
491.81;176;189;4.000000;0.691201;0.038305;4.694370;4.444328;4.919446;5.279152;8.776878;2.978071;2.617109;0.382391;2.604930
493.61;177;190;5.000000;0.973514;0.035925;3.923707;3.599469;5.856115;5.317479;7.565063;2.668896;0.000100;0.355813;1.830599
495.41;178;191;6.000000;0.716403;0.047770;5.566909;4.112440;6.221387;5.100550;6.934027;2.553183;0.942606;0.349121;1.593668
497.21;179;192;5.000000;0.838431;0.063637;5.037057;3.317112;6.544971;4.836339;7.061127;2.577340;2.133829;0.337912;1.941755
499.01;180;193;5.000000;0.699909;0.045675;5.971956;4.430055;6.149883;5.233233;7.958293;2.555494;4.381035;0.343180;2.456705
500.81;181;194;;;;;;;;;;;;
502.61;182;195;;;;;;;;;;;;
504.41;183;196;3.000000;0.620619;0.027618;3.214569;4.876216;3.127423;5.215690;5.417851;2.340805;1.096739;0.306301;1.416451
506.21;184;197;3.000000;0.702257;0.020421;3.625922;4.279538;3.982779;5.233666;5.497786;2.347065;0.000100;0.364537;1.741053
508.01;185;198;3.000000;7.099709;0.064622;0.535227;1.266897;5.649578;15.933191;8.112822;2.626918;0.000100;0.345916;2.067508
509.81;186;199;3.000000;0.842680;0.034244;3.329789;3.409251;4.364870;4.984846;6.590438;2.504427;2.546200;0.330983;1.579321
511.61;187;200;6.000000;0.531172;0.070287;20.431738;4.299350;15.766634;4.072434;5.077793;1.037854;2.232805;0.201050;1.751639
513.41;188;201;4.000000;1.033144;0.037470;3.279238;2.900794;5.226879;5.172913;8.479595;2.900055;3.138646;0.356887;2.564546
515.21;189;202;4.000000;1.575113;0.043033;2.477147;2.105777;6.088122;5.765110;9.500913;2.870341;6.894408;0.367363;2.476388
517.01;190;203;6.000000;0.682161;0.058451;20.995706;2.062026;22.256194;2.456434;6.107082;1.067678;7.123453;0.180476;2.361632
518.81;191;204;6.000000;0.961815;0.076217;3.857856;2.945396;5.835132;4.874535;6.545519;2.178241;0.000100;0.353775;2.094266
520.61;192;205;3.000000;0.904781;0.034032;5.859420;3.100756;7.728045;4.723146;5.144192;1.957932;0.000100;0.297380;0.797865
522.41;193;206;4.000000;0.784428;0.089181;8.353499;3.058491;10.038888;4.203836;5.844085;1.903999;2.760373;0.278545;1.680696
524.21;194;207;4.000000;0.824890;0.066811;5.830570;3.332293;7.781289;4.675934;7.361405;1.961642;5.368119;0.305096;2.341001
526.01;195;208;3.000000;0.902350;0.040481;3.710488;3.305132;5.193977;5.141687;6.287153;2.405921;0.000100;0.332593;1.196039
527.81;196;209;3.000000;0.700021;0.056497;5.599150;4.437546;6.131636;5.410120;6.635906;2.522416;0.000100;0.366148;2.217222
529.61;197;210;5.000000;0.638991;0.029373;4.288252;4.906870;4.035158;5.388524;7.392886;2.673089;0.791973;0.371688;2.019646
531.41;198;211;3.000000;0.805803;0.046412;4.552180;3.762947;5.738039;5.280551;6.548651;2.621437;1.506482;0.362644;1.546055
533.21;199;212;;;;;;;;;;;;
535.01;200;213;;;;;;;;;;;;
536.81;201;214;5.000000;0.616627;0.048491;6.839320;5.071252;6.597347;5.446135;6.413698;2.635546;0.912195;0.375368;1.569891
538.61;202;215;6.000000;0.603997;0.048230;7.124470;5.112708;6.731013;5.377709;6.766402;2.633254;1.438757;0.372633;1.945783
540.41;203;216;5.000000;0.759820;0.046216;5.150247;4.209462;6.121459;5.570121;7.519107;2.744800;0.447467;0.399365;1.786600
542.21;204;217;4.000000;0.698467;0.047377;5.387599;4.583433;5.886798;5.575534;6.543547;2.640160;0.000100;0.384297;1.693182
544.01;205;218;5.000000;0.835400;0.043442;3.593686;3.995897;4.695896;5.813132;7.835552;2.953743;1.911084;0.434450;1.669188
545.81;206;219;5.000000;0.861768;0.043384;3.536937;3.850450;4.767928;5.778505;8.240228;2.953070;2.720553;0.432525;2.078674
547.61;207;220;4.000000;0.936042;0.039075;3.270953;3.468160;4.799293;5.650722;7.843836;2.864355;2.239305;0.413166;2.380690
549.41;208;221;4.000000;0.939492;0.033866;3.140948;3.722630;4.270491;5.862235;8.527110;2.991380;3.380260;0.416496;2.448166
551.21;209;222;4.000000;0.786567;0.027389;2.712719;4.022569;3.368556;5.442557;9.638281;3.184909;4.860371;0.433052;2.701103
553.01;210;223;4.000000;0.907779;0.059577;4.549087;3.578004;6.458096;5.655472;7.692861;2.679088;0.971130;0.392930;2.600803
554.81;211;224;4.000000;0.832013;0.059925;5.055307;3.839513;6.579923;5.563670;7.510148;2.706447;1.560003;0.387940;2.439010
556.61;212;225;4.000000;0.863049;0.053066;4.829515;3.663773;6.521550;5.504049;7.345189;2.673884;1.737218;0.387433;2.555835
558.41;213;226;4.000000;0.766467;0.057207;5.771910;4.080235;6.920904;5.446596;7.201602;2.640165;0.819169;0.373808;2.256465
560.21;214;227;6.000000;0.847204;0.056042;4.723625;3.788696;6.260664;5.590270;7.794615;2.778491;2.031879;0.393286;2.363956
562.01;215;228;6.000000;0.897461;0.056764;4.620486;3.611214;6.477631;5.641053;7.459723;2.680475;0.000100;0.379824;2.009252
563.81;216;229;4.000000;0.910773;0.032820;3.787991;4.118697;4.745091;5.924222;8.126613;2.736393;2.015622;0.378134;2.239023
565.61;217;230;5.000000;0.698438;0.052759;5.845754;4.387723;6.383402;5.334422;7.213098;2.659594;0.638787;0.376967;1.479753
567.41;218;231;5.000000;0.700676;0.051753;5.671134;4.397556;6.217462;5.366030;7.477785;2.566611;1.650626;0.486021;1.580913
569.21;219;232;5.000000;0.723766;0.050983;5.661419;4.285712;6.404550;5.400636;7.275030;2.606591;0.672578;0.380859;1.867912
571.01;220;233;5.000000;0.715538;0.042186;4.748038;4.773332;5.315070;5.947790;7.938314;2.870601;1.430249;0.384106;2.349544
572.81;221;234;5.000000;0.678779;0.053195;7.131361;4.254368;7.572577;5.029377;7.325509;2.583825;2.465887;0.375558;1.893191
574.61;222;235;5.000000;0.667562;0.042464;5.229068;4.931313;5.459672;5.733188;7.017735;2.677417;0.000100;0.363265;2.332093
576.41;223;236;4.000000;0.705863;0.040465;4.606110;4.828812;5.085523;5.935224;6.844911;2.721404;0.000100;0.368476;2.085136
578.21;224;237;4.000000;0.623581;0.042810;5.911704;5.221079;5.765760;5.669160;7.341067;2.708394;0.000100;0.377527;2.333926
580.01;225;238;6.000000;0.567563;0.043922;6.607252;5.854501;5.866313;5.786952;7.030632;2.713490;0.000100;0.379264;2.250792
581.81;226;239;6.000000;0.533435;0.041904;6.795559;6.191413;5.670816;5.752017;6.775713;2.625324;0.000100;0.370411;2.367326
583.61;227;240;6.000000;0.541958;0.040426;6.548279;6.146584;5.551692;5.801394;7.498611;2.717691;1.175923;0.382087;2.289803
585.41;228;241;4.000000;0.543351;0.042348;6.803999;5.991450;5.782347;5.669455;6.989788;2.552719;0.925637;0.361750;2.002118
587.21;229;242;6.000000;0.550708;0.042966;6.674119;5.891066;5.749402;5.650169;7.102818;2.582588;0.584144;0.367893;1.938144
589.01;230;243;6.000000;0.532050;0.048631;7.400824;6.065304;6.160556;5.620064;6.816033;2.467356;0.000100;0.354705;2.288361
590.81;231;244;6.000000;0.549064;0.043183;6.467108;6.020856;5.545881;5.747845;6.994148;2.640761;0.000100;0.373354;1.346605
592.61;232;245;6.000000;0.902412;0.049561;5.836842;3.258931;8.236702;5.121532;6.723635;2.209180;2.272216;0.361604;2.090203
594.41;233;246;4.000000;0.627387;0.044821;6.239476;5.231137;6.110127;5.702457;6.939754;2.575071;0.000100;0.366303;1.843501
596.21;234;247;4.000000;0.583341;0.043971;6.377239;5.679926;5.819673;5.770564;6.614589;2.573109;0.000100;0.361736;2.035294
598.01;235;248;4.000000;0.700873;0.042495;4.768628;4.877870;5.225276;5.948099;6.842926;2.637823;0.000100;0.363406;2.821972
599.81;236;249;4.000000;0.689668;0.042470;4.987828;4.850163;5.381341;5.824810;7.418815;2.812624;0.905757;0.386410;2.795301
601.61;237;250;4.000000;0.688696;0.041624;4.973689;4.862573;5.358656;5.832340;7.606825;2.802169;0.785590;0.387769;1.744730
603.41;238;251;4.000000;0.671457;0.042826;5.259630;5.010602;5.524768;5.857364;7.755209;2.798955;1.845637;0.383761;2.059225
605.21;239;252;4.000000;0.721798;0.041830;4.881251;4.637981;5.511947;5.830399;7.493456;2.798001;1.490578;0.377980;2.280221
607.01;240;253;4.000000;0.768095;0.043630;4.516620;4.374008;5.422351;5.847711;7.837156;2.813878;2.317168;0.390614;2.135069
608.81;241;254;4.000000;0.738537;0.042229;4.493914;4.501063;5.186174;5.784089;7.335737;2.760697;1.645487;0.381777;2.015601
610.61;242;255;5.000000;0.745496;0.043055;4.681538;4.586633;5.459367;5.955029;7.226775;2.827978;0.000100;0.387863;1.972997
612.41;243;256;4.000000;0.928197;0.044955;3.945045;3.378530;5.729114;5.461242;6.937280;2.792680;0.000100;0.373162;1.959438
614.21;244;257;4.000000;0.923152;0.044564;3.883650;3.337338;5.608691;5.365689;6.971226;2.776612;1.013417;0.362407;1.969089
616.01;245;258;3.000000;0.939681;0.050354;4.199188;3.257757;6.172277;5.330128;7.076700;2.730389;3.402442;0.365224;1.845220
617.81;246;259;3.000000;0.945776;0.049598;4.078960;3.258993;6.032253;5.364506;7.019321;2.768056;2.406258;0.369714;1.661177
619.61;247;260;3.000000;0.815027;0.052707;4.797911;3.592598;6.117155;5.099507;6.297904;2.554878;0.879641;0.340546;1.790033
621.41;248;261;3.000000;0.722629;0.054244;5.752741;4.255955;6.497153;5.352684;7.128498;2.682551;2.855783;0.378192;1.068011
623.21;249;262;4.000000;0.673241;0.046108;5.076445;4.886587;5.344296;5.727528;7.409938;2.857615;1.787716;0.398580;1.566789
625.01;250;263;4.333333;0.756523;0.022930;3.213521;4.639629;3.786063;6.046448;7.119200;2.795786;0.000100;0.399143;1.949212
626.81;251;264;4.000000;0.876484;0.030329;2.315183;4.156746;3.169092;6.337512;7.895432;3.059448;0.000100;0.431761;1.742355
628.61;252;265;4.000000;0.931238;0.023316;1.432810;4.097392;2.087354;6.643057;8.056336;3.195145;0.000100;0.446766;2.179614
